hourly for 1 year,MW/1 MW installed capacity,MW/1 MW installed capacity,MW,MW,MW,MW,MW,NZD/kW,NZD/MW,time
no specific year,Area: 5313 m2,,Per 1000 houses,current electrical load,Fully-electrified load (case x),per 1000 homes,per 1000 homes,price,price,hr
time,solar,wind,residential_base,industrial_base,Industrial_2050,residential_evs,carpark_evs,grid_price_base_cnts,grid_price_base,hour
1329,0.3217228902,0.003996972205,0.994041669166667,1.37279575,7.29808215,0,0,0.3,300,8
1330,0.512033542,0.003996972205,0.793916666666666,1.43738272,7.07347921442857,0,0.41142857142857142,0.18,180,9
1331,0.5711065766,0.2001988733,0.669624999166667,1.409447436,7.03598252542857,0,0.41142857142857142,0.18,180,10
1332,0.7093525609,0.2001988733,0.592333331666666,1.560364886,7.37709952278572,0,0.41142857142857142,0.18,180,11
1333,0.7651454574,0.3583494154,0.547833333333334,1.383613384,6.39292398542857,0,0.41142857142857142,0.18,180,12
1334,0.7303018083,0.603575805,0.618375,1.482937556,6.64441324378572,0,0.41142857142857142,0.18,180,13
1335,0.6552201694,0.8,0.648041667083334,1.406419372,6.94511375664286,0,0.41142857142857142,0.18,180,14
1336,0.5230661294,0.8,0.615875000833334,1.393547128,6.68429749285714,0,0.41142857142857142,0.18,180,15
1337,0.3780979943,0.603575805,0.660416667083334,1.324785388,6.05315792185714,0,0,0.3,300,16
1338,0.1925396576,0.603575805,0.776458333333333,1.26006758,5.65502700328571,0,0,0.3,300,17
1339,0.01966649114,0.2001988733,1.244125,1.215853708,5.11109714164286,0,0,0.3,300,18
1340,0,0.1409909184,1.09258333333333,1.12484346,4.76047719057143,0,0,0.3,300,19
1341,0,0.1409909184,1.046125,1.204617126,5.40304943914286,0,0,0.18,180,20
1342,0,0.09335127401,0.967208333333333,1.191534888,5.96724664171429,0,0,0.18,180,21
1343,0,0.09335127401,0.939458335,1.170162324,5.88424652078572,0.64000000000000012,0,0.1,100,22
1344,0,0.02306791905,0.649166665833333,1.203557042,5.80134872017857,0.64000000000000012,0,0.1,100,23
1345,0,0.02306791905,0.4560416675,1.208567764,6.16714824214286,0.64000000000000012,0,0.1,100,0
1346,0,0.1409909184,0.44875,1.32469788,6.10790091035714,0.64000000000000012,0,0.1,100,1
1347,0,0.09335127401,0.462416666666667,1.124899998,5.552456442,0.64000000000000012,0,0.1,100,2
1348,0,0.09335127401,0.502625000416667,1.21044452,5.9416868455,0.64000000000000012,0,0.1,100,3
1349,0,0.0560225152,0.524708333333333,1.0573128,5.90185402528572,0.64000000000000012,0,0.1,100,4
1350,0,0.1409909184,0.461625,1.225162996,5.78907754428571,0.64000000000000012,0,0.1,100,5
1351,0.0428135935,0,0.650708333333333,1.344619802,6.66424077314286,0.64000000000000012,0,0.1,100,6
1352,0.1889285008,0.0560225152,0.886208333333333,1.242840652,7.10787762235714,0,0,0.3,300,7
1353,0.3601178171,0.4598068526,0.8802500025,1.32006778,7.2489147925,0,0,0.3,300,8
1354,0.5470553772,0.2001988733,0.787458335833333,1.277990752,6.70161212035714,0,0.41142857142857142,0.18,180,9
1355,0.5179217913,0.2001988733,0.654208333333334,1.409192792,7.81230177271429,0,0.41142857142857142,0.18,180,10
1356,0.7749612995,0.272232564,0.684208333333333,1.332028988,7.74098873335714,0,0.41142857142857142,0.18,180,11
1357,0.7884210633,0.272232564,0.581041664166666,1.461045116,7.12501078278571,0,0.41142857142857142,0.18,180,12
1358,0.661819028,0.272232564,0.613583333333333,1.316674212,5.73990400742857,0,0.41142857142857142,0.18,180,13
1359,0.7094756357,0.3583494154,0.66125,1.34814656,5.80358234217857,0,0.41142857142857142,0.18,180,14
1360,0.5872888391,0.3583494154,0.660416666666667,1.2158015,5.60730719214286,0,0.41142857142857142,0.18,180,15
1361,0.2939215849,0.3583494154,0.728499999166666,1.276934062,5.65136999707143,0,0,0.3,300,16
1362,0.158883524,0.2001988733,0.746083333333333,1.198207542,5.81815722814286,0,0,0.3,300,17
1363,0.0199107174,0.09335127401,0.927666667083333,1.122835102,5.65094068807143,0,0,0.3,300,18
1364,0,0.003996972205,0.891833333333333,1.137963148,5.9699377505,0,0,0.3,300,19
1365,0,0,1.16308333416667,1.200100688,5.8739148875,0,0,0.18,180,20
1366,0,0.003996972205,1.09991666833333,1.160997882,5.60629483378571,0,0,0.18,180,21
1367,0,0,1.09412500083333,1.042039574,5.12883422603572,0.64000000000000012,0,0.1,100,22
1368,0,0,0.872250000416667,1.093484162,5.38587202256786,0.64000000000000012,0,0.1,100,23
1369,0,0,0.454375000833334,1.065764564,5.23181909721429,0.64000000000000012,0,0.1,100,0
1370,0,0,0.5293333325,1.138730084,5.94763909078572,0.64000000000000012,0,0.1,100,1
1371,0,0,0.467375,1.045697098,5.45891723521429,0.64000000000000012,0,0.1,100,2
1372,0,0,0.492125,0.994871704,5.21507959382143,0.64000000000000012,0,0.1,100,3
1373,0,0,0.470708333333334,0.951987334,5.19971494235714,0.64000000000000012,0,0.1,100,4
1374,0,0,0.398458333333334,0.913444522,5.1630247135,0.64000000000000012,0,0.1,100,5
1375,0.04144422286,0,0.64995833375,0.815421806,4.60184914199286,0.64000000000000012,0,0.1,100,6
1376,0.1874859242,0,1.04637499916667,0.823818816,4.8055074895,0,0,0.3,300,7
1377,0.3591175368,0,0.783041666666667,0.838095666,4.73630026121429,0,0,0.3,300,8
1378,0.5432975194,0.003996972205,0.677,0.90551615,4.90346944378571,0,0.41142857142857142,0.18,180,9
1379,0.6468412386,0.09335127401,0.538708334166667,0.941520324,5.06117685535714,0,0.41142857142857142,0.18,180,10
1380,0.7746010862,0.2001988733,0.526041664166666,0.806195426,4.87487039817857,0,0.41142857142857142,0.18,180,11
1381,0.8216052154,0.2001988733,0.511124999166667,0.990164614,4.52549372810714,0,0.41142857142857142,0.18,180,12
1382,0.7849070594,0.7432086672,0.47033333375,0.738075586,2.74276320203571,0,0.41142857142857142,0.18,180,13
1383,0.7126403028,0.272232564,0.5992083325,0.79878692,2.66622122560714,0,0.41142857142857142,0.18,180,14
1384,0.5525131786,0.1409909184,0.530750000416666,0.720005748,2.04663485328214,0,0.41142857142857142,0.18,180,15
1385,0.3704460909,0.8,0.625166666666667,0.691662872,1.605188588,0,0,0.3,300,16
1386,0.1838533645,0.8,0.5790833325,0.674678986,1.14756699585,0,0,0.3,300,17
1387,0.01814785926,0.2001988733,0.748708335833333,0.69195664,1.14788008085714,0,0,0.3,300,18
1388,0,0.2001988733,0.796333333333333,0.749469584,1.42558739875,0,0,0.3,300,19
1389,0,0.02306791905,0.950458333333334,0.65029654,0.763816241874714,0,0,0.18,180,20
1390,0,0,0.967416666666667,0.68386831,1.08607204874071,0,0,0.18,180,21
1391,0,0.2001988733,0.813666666666666,0.70833166,0.848781272361286,0.64000000000000012,0,0.1,100,22
1392,0,0.8,0.647208334583333,0.69184922,0.713916376422,0.64000000000000012,0,0.1,100,23
1393,0,0.8,0.580916666666666,0.78129786,0.925389030883571,0.64000000000000012,0,0.1,100,0
1394,0,0.8,0.5279166675,0.75081542,0.899027816361286,0.64000000000000012,0,0.1,100,1
1395,0,0.8,0.508625000416667,0.700008874,0.941374678325571,0.64000000000000012,0,0.1,100,2
1396,0,0.09335127401,0.508,0.68878162,0.691201982954286,0.64000000000000012,0,0.1,100,3
1397,0,0.2001988733,0.462166665833333,0.7054076,0.9918106123,0.64000000000000012,0,0.1,100,4
1398,0,0.603575805,0.394291666666667,0.808220534,2.81838326035714,0.64000000000000012,0,0.1,100,5
1399,0.03642690026,0.603575805,0.4715833325,0.74972328,3.43656025907143,0.64000000000000012,0,0.1,100,6
1400,0.1845856822,0.2001988733,0.521875,0.829245456,3.78406727892857,0,0,0.3,300,7
1401,0.3564921863,0.8,0.927,0.76865575,4.42071832942857,0,0,0.3,300,8
1402,0.5382963797,0.8,0.994666666666667,0.908400814,4.3467767175,0,0.41142857142857142,0.18,180,9
1403,0.6619222782,0.8,1.03608333333333,0.883161742,4.09455911335714,0,0.41142857142857142,0.18,180,10
1404,0.762912407,0.8,0.96524999875,1.05087758,4.52167505978571,0,0.41142857142857142,0.18,180,11
1405,0.8140889669,0.603575805,0.814375,1.08640462,4.04647631864286,0,0.41142857142857142,0.18,180,12
1406,0.5749291337,0.3583494154,0.901166666666667,1.171371112,5.72097150778572,0,0.41142857142857142,0.18,180,13
1407,0.7015230902,0.3583494154,0.81470833125,1.2344183,5.25085571185714,0,0.41142857142857142,0.18,180,14
1408,0.5472016365,0.09335127401,0.9627916675,1.15887442,5.02202356892857,0,0.41142857142857142,0.18,180,15
1409,0.360157149,0.003996972205,0.870624999166666,1.231639382,5.37673272607143,0,0,0.3,300,16
1410,0.1753757623,0,0.998,1.15155746,3.9417641035,0,0,0.3,300,17
1411,0.01824990579,0.1409909184,1.20620833333333,1.08525282,3.93811687271429,0,0,0.3,300,18
1412,0,0.09335127401,0.843333330833333,1.216097024,3.52924711907143,0,0,0.3,300,19
1413,0,0.09335127401,0.963625,1.11262066,3.72344150814286,0,0,0.18,180,20
1414,0,0.1409909184,0.84875,1.1731042,3.32762882425,0,0,0.18,180,21
1415,0,0.2001988733,1.03379166666667,1.130416624,4.48966964278572,0.64000000000000012,0,0.1,100,22
1416,0,0.2001988733,0.66558333125,0.9960355,4.518800728,0.64000000000000012,0,0.1,100,23
1417,0,0.02306791905,0.565208333333333,1.17252688,4.897184843,0.64000000000000012,0,0.1,100,0
1418,0,0.02306791905,0.501083333333333,1.10097967,5.98542188557143,0.64000000000000012,0,0.1,100,1
1419,0,0.003996972205,0.5035,1.000476476,5.4894159515,0.64000000000000012,0,0.1,100,2
1420,0,0.003996972205,0.408291667083333,0.96561957,5.80286086392857,0.64000000000000012,0,0.1,100,3
1421,0,0.003996972205,0.350416666666667,1.106590694,5.26556114457143,0.64000000000000012,0,0.1,100,4
1422,0,0.003996972205,0.408374999166667,1.197410866,5.94562127778571,0.64000000000000012,0,0.1,100,5
1423,0.02509171976,0.003996972205,0.394750000416666,1.194599186,6.60595268042857,0.64000000000000012,0,0.1,100,6
1424,0.1149041985,0.09335127401,0.570875000416667,1.104386978,5.71185502235714,0,0,0.3,300,7
1425,0.3422394031,0.0560225152,0.739708333333333,1.110588616,6.0175742635,0,0,0.3,300,8
1426,0.5626056669,0.2001988733,1.02279166666667,1.370206572,6.22563049764286,0,0.41142857142857142,0.18,180,9
1427,0.5086792055,0.1409909184,0.621250000416666,1.168112448,5.58145471371429,0,0.41142857142857142,0.18,180,10
1428,0.6872187023,0.09335127401,0.769125,1.21423484,5.96000611757143,0,0.41142857142857142,0.18,180,11
1429,0.5116573716,0.0560225152,0.681416665833334,1.370052728,5.69738979678571,0,0.41142857142857142,0.18,180,12
1430,0.4031369051,0.0560225152,0.745541665416667,1.261745542,6.68742765335714,0,0.41142857142857142,0.18,180,13
1431,0.440145302,0.02306791905,0.782833333333333,1.11772676,6.21046578185714,0,0.41142857142857142,0.18,180,14
1432,0.393274612,0.003996972205,0.816500000833333,1.229829424,6.78907128042857,0,0.41142857142857142,0.18,180,15
1433,0.2424459784,0,0.751583334166667,1.352684496,7.02086223728572,0,0,0.3,300,16
1434,0.1308666643,0,0.981458333333333,1.290801046,5.46292297428572,0,0,0.3,300,17
1435,0.02156016024,0.1409909184,1.32004166666667,1.351233204,5.7399663425,0,0,0.3,300,18
1436,0,0.02306791905,1.1366250025,1.280255392,5.19980295057143,0,0,0.3,300,19
1437,0,0.003996972205,1.22304166541667,1.208136278,4.41064287003572,0,0,0.18,180,20
1438,0,0.0560225152,0.993458333333333,1.140618326,3.97758181135714,0,0,0.18,180,21
1439,0,0.0560225152,0.941208332083333,1.16623412,4.05749798975,0.64000000000000012,0,0.1,100,22
1440,0,0.09335127401,0.589666665833333,1.263312838,4.14620704075,0.64000000000000012,0,0.1,100,23
1441,0,0.0560225152,0.571458333333333,1.21134468,5.02520218557143,0.64000000000000012,0,0.1,100,0
1442,0,0,0.514,1.15364921,4.63316424928571,0.64000000000000012,0,0.1,100,1
1443,0,0,0.443458330833334,1.31441564,5.09987008421429,0.64000000000000012,0,0.1,100,2
1444,0,0,0.446041666666666,0.914900188,4.55224273078571,0.64000000000000012,0,0.1,100,3
1445,0,0,0.41808333375,1.15374124,4.70478283407143,0.64000000000000012,0,0.1,100,4
1446,0,0,0.488333333333333,1.0542648,5.05909440307143,0.64000000000000012,0,0.1,100,5
1447,0.008399472045,0,0.686625,1.359856446,6.14083423521429,0.64000000000000012,0,0.1,100,6
1448,0.09151504295,0.02306791905,0.971416666666667,1.17595746,5.95119879764286,0,0,0.3,300,7
1449,0.05303450941,0.09335127401,0.914749999166666,1.193107662,6.24742184157143,0,0,0.3,300,8
1450,0.03839878891,0.3583494154,0.76675,1.284967638,6.09849917242857,0,0.41142857142857142,0.18,180,9
1451,0.04449367548,0.7432086672,0.562875001666667,1.203988128,5.50018099528572,0,0.41142857142857142,0.18,180,10
1452,0.03223699086,0.7432086672,0.562124999166667,1.25521383,5.52544381035714,0,0.41142857142857142,0.18,180,11
1453,0.02762219054,0.603575805,0.582541666666666,1.316332022,5.53364939307143,0,0.41142857142857142,0.18,180,12
1454,0.06374672116,0.7432086672,0.54537500125,1.1540994,5.66616246942857,0,0.41142857142857142,0.18,180,13
1455,0.05379264627,0.7432086672,0.584791665833333,1.171178998,6.02506838114286,0,0.41142857142857142,0.18,180,14
1456,0.07071545624,0.4598068526,0.714625,1.367320666,6.42782372328572,0,0.41142857142857142,0.18,180,15
1457,0.08149896025,0.0560225152,0.740166666666666,1.22311284,6.94383144842857,0,0,0.3,300,16
1458,0.08275086616,0.02306791905,0.8013749975,1.253380924,4.8391914635,0,0,0.3,300,17
1459,0.01373841755,0.4598068526,1.25650000083333,1.05283132,4.01480722257143,0,0,0.3,300,18
1460,0,0.603575805,1.24224999916667,1.13903824,3.93869067417857,0,0,0.3,300,19
1461,0,0.09335127401,1.22545833458333,1.118839026,4.51434079007143,0,0,0.18,180,20
1462,0,0.4598068526,1.19245832916667,1.14285718,5.66065487964286,0,0,0.18,180,21
1463,0,0.8,0.9330416675,1.040820702,4.98700932828572,0.64000000000000012,0,0.1,100,22
1464,0,0.8,0.709291666666667,1.087258514,5.05792475346429,0.64000000000000012,0,0.1,100,23
1465,0,0.8,0.596208333333333,1.07729342,4.59160086835714,0.64000000000000012,0,0.1,100,0
1466,0,0.8,0.53175,1.05621672,5.90952489985714,0.64000000000000012,0,0.1,100,1
1467,0,0.1409909184,0.457,1.128139384,5.48879023742857,0.64000000000000012,0,0.1,100,2
1468,0,0,0.406083333333333,0.954382346,5.1286068575,0.64000000000000012,0,0.1,100,3
1469,0,0.003996972205,0.391458333333334,1.010403548,5.36781208685714,0.64000000000000012,0,0.1,100,4
1470,0,0,0.451791666666666,1.109953404,5.46273732621429,0.64000000000000012,0,0.1,100,5
1471,0.008390777031,0.09335127401,0.609625,1.054952078,5.47548687135714,0.64000000000000012,0,0.1,100,6
1472,0.04066995947,0.02306791905,1.03570833583333,0.932066128,5.63458695671429,0,0,0.3,300,7
1473,0.06459496568,0,0.917083333333334,1.046229054,5.65411094078571,0,0,0.3,300,8
1474,0.07695273172,0.0560225152,0.656833333333333,1.05581499,5.51000024471429,0,0.41142857142857142,0.18,180,9
1475,0.1826499388,0.09335127401,0.574916666666666,1.04800438,5.40651041578571,0,0.41142857142857142,0.18,180,10
1476,0.3077866124,0.8,0.450375000416666,1.0196915,5.38297960642857,0,0.41142857142857142,0.18,180,11
1477,0.3766637894,0.8,0.463291666666666,0.74875566,4.71156096228572,0,0.41142857142857142,0.18,180,12
1478,0.5560401357,0.8,0.51825,1.01620362,5.82282873264286,0,0.41142857142857142,0.18,180,13
1479,0.4408216122,0.8,0.468916666666666,1.098476,5.97223330328572,0,0.41142857142857142,0.18,180,14
1480,0.2009516924,0.8,0.531875,1.149121184,6.09722380392857,0,0.41142857142857142,0.18,180,15
1481,0.08548655347,0.8,0.57970833375,1.067347,6.22670302992857,0,0,0.3,300,16
1482,0.03607213839,0.8,0.5757916675,1.1236908,5.30587387214286,0,0,0.3,300,17
1483,0.006073228665,0.8,0.905333332083333,1.00470952,4.51138088028214,0,0,0.3,300,18
1484,0,0.4598068526,0.858166665833333,0.96090308,5.31238577875,0,0,0.3,300,19
1485,0,0.4598068526,1.04620833333333,0.98227104,5.03504101235714,0,0,0.18,180,20
1486,0,0.3583494154,1.00191666541667,0.97690916,4.85935083035714,0,0,0.18,180,21
1487,0,0.603575805,0.870833332083333,0.84564968,4.46052999471071,0.64000000000000012,0,0.1,100,22
1488,0,0.09335127401,0.696958333333333,1.00699228,5.37036915435714,0.64000000000000012,0,0.1,100,23
1489,0,0.0560225152,0.607791666666666,0.93531052,4.84819944014286,0.64000000000000012,0,0.1,100,0
1490,0,0.0560225152,0.539291666666667,0.79178088,4.19218202535714,0.64000000000000012,0,0.1,100,1
1491,0,0.02306791905,0.485166666666667,0.85049608,4.31488401457143,0.64000000000000012,0,0.1,100,2
1492,0,0.02306791905,0.4615,0.7719898,3.54200859142857,0.64000000000000012,0,0.1,100,3
1493,0,0.003996972205,0.561875,0.7434656,3.283476657,0.64000000000000012,0,0.1,100,4
1494,0,0.0560225152,0.458791666666666,0.99902516,5.21815027778572,0.64000000000000012,0,0.1,100,5
1495,0.01899107193,0.003996972205,0.670625,1.0863906,5.52175570578571,0.64000000000000012,0,0.1,100,6
1496,0.1135181913,0,1.06733333333333,1.13467148,5.53388312228571,0,0,0.3,300,7
1497,0.156762126,0.0560225152,1.08516666541667,1.14741712,5.81752601835714,0,0,0.3,300,8
1498,0.5093906816,0.4598068526,0.763458333333333,1.289702142,5.89506291064286,0,0.41142857142857142,0.18,180,9
1499,0.6839529476,0.4598068526,0.63725,0.95206152,5.78067805885714,0,0.41142857142857142,0.18,180,10
1500,0.7765550902,0.7432086672,0.519708333333333,1.11994648,5.94992107607143,0,0.41142857142857142,0.18,180,11
1501,0.8119616123,0.603575805,0.494291666666666,0.89521468,5.29996699714286,0,0.41142857142857142,0.18,180,12
1502,0.7781823156,0.8,0.5395,0.99083336,5.523636915,0,0.41142857142857142,0.18,180,13
1503,0.688045758,0.8,0.454916666666667,1.1241554,5.79682895285714,0,0.41142857142857142,0.18,180,14
1504,0.5474240535,0.8,0.594541666666666,0.88606896,5.14520247178572,0,0.41142857142857142,0.18,180,15
1505,0.3584869532,0.603575805,0.612083330833333,0.841521448,5.73844177864286,0,0,0.3,300,16
1506,0.1655039192,0.603575805,0.7617083325,0.869925246,4.44610555957143,0,0,0.3,300,17
1507,0.01171062256,0.3583494154,1.04458333333333,0.916840052,3.77360726442857,0,0,0.3,300,18
1508,0,0.272232564,1.12616666916667,0.922330778,5.24816393735714,0,0,0.3,300,19
1509,0,0.1409909184,1.17575,0.999865008,3.75959220753571,0,0,0.18,180,20
1510,0,0.02306791905,1.31854167041667,1.091116564,5.18719642078572,0,0,0.18,180,21
1511,0,0,0.991666666666666,0.992703082,5.70340288835714,0.64000000000000012,0,0.1,100,22
1512,0,0,0.635708332916666,0.98789637,5.86665336,0.64000000000000012,0,0.1,100,23
1513,0,0,0.526625,1.024658162,6.23636319235714,0.64000000000000012,0,0.1,100,0
1514,0,0,0.56258333375,0.95514289,6.15228390464286,0.64000000000000012,0,0.1,100,1
1515,0,0,0.459375,1.07448874,5.21014307667857,0.64000000000000012,0,0.1,100,2
1516,0,0,0.460583333333333,0.93036434,5.60567176285714,0.64000000000000012,0,0.1,100,3
1517,0,0,0.527958333333333,0.852181518,5.02585011164286,0.64000000000000012,0,0.1,100,4
1518,0,0,0.498583333333333,0.909586126,5.01878904342857,0.64000000000000012,0,0.1,100,5
1519,0.01673849662,0,0.63875,0.95412713,5.38010653564286,0.64000000000000012,0,0.1,100,6
1520,0.08778584964,0,1.02983333333333,0.912002682,5.26479129714286,0,0,0.3,300,7
1521,0.2007830657,0,0.980916664166666,1.134086728,4.9845492075,0,0,0.3,300,8
1522,0.434623526,0,0.668249999166666,1.112631804,5.646815992,0,0.41142857142857142,0.18,180,9
1523,0.68681534,0.003996972205,0.751125,0.873066894,5.30549338678572,0,0.41142857142857142,0.18,180,10
1524,0.7840105878,0.02306791905,0.699708333333333,0.94739224,5.2741108245,0,0.41142857142857142,0.18,180,11
1525,0.8113190116,0.09335127401,0.612208333333334,1.075235246,4.80212704564286,0,0.41142857142857142,0.18,180,12
1526,0.7752077272,0.603575805,0.58283333375,0.967150416,3.60873056046429,0,0.41142857142857142,0.18,180,13
1527,0.685844047,0.4598068526,0.59695833375,0.852764164,4.21736924957143,0,0.41142857142857142,0.18,180,14
1528,0.5450970813,0.603575805,0.698041666666667,0.817381612,4.07870384521429,0,0.41142857142857142,0.18,180,15
1529,0.3591745552,0.3583494154,0.668208333333334,0.85629329,3.89598983821429,0,0,0.3,300,16
1530,0.1699154255,0.1409909184,0.6948750025,0.917021884,3.77002305871429,0,0,0.3,300,17
1531,0.00722026576,0.02306791905,0.929041662916667,0.999960726,4.13430885807143,0,0,0.3,300,18
1532,0,0.09335127401,0.845124999166667,0.860985684,3.77364374257143,0,0,0.3,300,19
1533,0,0.1409909184,1.01391666666667,0.873862894,4.18426339771429,0,0,0.18,180,20
1534,0,0.02306791905,0.856333333333333,0.896367686,4.21931526064286,0,0,0.18,180,21
1535,0,0,0.873291666666666,0.831987488,4.15939361992857,0.64000000000000012,0,0.1,100,22
1536,0,0,0.8013750025,0.874239572,4.10683548957143,0.64000000000000012,0,0.1,100,23
1537,0,0.0560225152,0.6759583325,0.953908362,4.31038335385714,0.64000000000000012,0,0.1,100,0
1538,0,0.003996972205,0.596041666666666,0.941229204,4.70523002346429,0.64000000000000012,0,0.1,100,1
1539,0,0,0.53175,0.887441492,4.96507619928571,0.64000000000000012,0,0.1,100,2
1540,0,0,0.51475,0.826773824,4.06107555714286,0.64000000000000012,0,0.1,100,3
